value_eur_mn,age,height_cm,weight_kg,club_country,club_playing_status,club_contract_valid_until_year,work_rate_attack_defense,body_type,position,overall,pace,shooting,passing,dribbling,defending,physic,skill_moves
30.5,26,184,72,Italy,starting_xi,2027,Medium/Medium,Lean,Midfield,81,79,73,80,83,54,64,3
27,27,188,80,Italy,starting_xi,2025,High/Medium,Normal,Defender,81,83,63,70,73,78,89,2
30,26,187,76,Spain,starting_xi,2028,Medium/Medium,Lean,Midfield,81,71,80,82,81,65,73,4
31,26,178,74,England,starting_xi,2024,High/Medium,Normal,Forward,81,86,81,76,83,44,67,4
30.5,26,184,78,France,substitute,2025,High/Medium,Lean,Midfield,81,84,82,75,79,36,72,3
26.5,27,189,83,Portugal,starting_xi,2026,Medium/High,Normal,Midfield,81,62,66,71,71,80,84,2
4.6,37,190,82,Spain,starting_xi,2024,Low/High,Lean,Defender,81,36,41,62,63,85,68,2
10.5,35,184,78,Spain,starting_xi,2024,Medium/Medium,Normal,Midfield,81,50,79,84,78,74,70,3
12,34,190,80,Spain,starting_xi,2024,Medium/Medium,Lean,Midfield,81,50,75,78,75,79,78,3
8.5,34,190,86,Italy,starting_xi,2024,Low/High,Normal,Defender,81,59,54,64,60,83,76,2
12.5,34,169,62,Italy,substitute,2024,High/High,Unique,Forward,81,71,83,80,85,48,66,4
25,30,170,66,Spain,starting_xi,2024,Medium/Medium,Normal,Midfield,81,80,74,81,85,51,60,4
9,34,194,83,France,starting_xi,2025,Low/Medium,Lean,Midfield,81,34,67,77,77,79,78,3
12,34,177,75,Italy,starting_xi,2024,Medium/Medium,Normal,Midfield,81,78,79,79,83,56,72,4
16.5,32,196,94,Portugal,starting_xi,2024,Medium/Medium,Normal,Defender,81,66,49,55,62,82,88,2
20.5,32,163,59,USA,starting_xi,2026,High/Medium,Unique,Forward,81,80,78,81,86,36,44,4
17.5,31,184,78,Italy,starting_xi,2025,Medium/High,Lean,Defender,81,73,67,74,74,83,78,3
17.5,31,192,88,England,starting_xi,2026,Medium/High,Normal,Defender,81,45,51,66,66,82,80,2
21.5,31,182,75,Netherlands,starting_xi,2025,High/Low,Lean,Midfield,81,77,82,82,81,40,69,4
18,31,188,83,France,substitute,2025,Medium/High,Normal,Midfield,81,50,63,70,71,80,86,3
24.5,30,188,76,France,starting_xi,2027,Medium/High,Lean,Midfield,81,69,75,76,76,81,89,3
25,30,175,70,Italy,starting_xi,2024,High/High,Unique,Forward,81,87,78,77,85,63,73,4
18,32,170,67,Italy,substitute,2026,High/Medium,Lean,Defender,81,81,57,77,80,76,68,3
25.5,29,186,80,Italy,substitute,2026,Medium/Medium,Lean,Forward,81,59,83,72,78,40,74,3
22,29,184,74,Germany,starting_xi,2026,High/Medium,Normal,Midfield,81,66,79,79,78,76,75,3
26.5,28,171,67,England,substitute,2027,High/Medium,Normal,Forward,81,81,80,78,84,30,61,4
18,31,187,79,Spain,substitute,2026,High/Medium,Normal,Midfield,81,45,68,78,76,76,84,3
18,32,173,70,Spain,substitute,2024,High/Medium,Normal,Defender,81,81,73,80,80,73,69,4
25.5,29,181,78,France,starting_xi,2026,High/High,Normal,Forward,81,72,81,76,79,40,79,3
25.5,29,189,75,Saudi Arabia,starting_xi,2026,Medium/Low,Lean,Forward,81,79,84,76,81,52,73,4
25,29,178,70,France,starting_xi,2026,High/High,Lean,Midfield,81,73,77,82,81,67,76,3
21,32,189,88,Italy,starting_xi,2024,High/Medium,Stocky,Forward,81,75,80,63,77,35,85,3
25.5,29,186,80,Spain,starting_xi,2028,High/Medium,Lean,Midfield,81,94,78,71,79,43,84,4
21,32,177,73,Germany,starting_xi,2025,Medium/Medium,Normal,Forward,81,72,81,76,82,32,74,4
25.5,29,171,67,Italy,starting_xi,2025,High/Low,Normal,Forward,81,83,77,78,84,42,55,4
21,30,186,79,England,substitute,2026,Medium/High,Stocky,Defender,81,67,47,63,67,81,77,3
27.5,27,175,70,Netherlands,starting_xi,2028,High/Low,Lean,Forward,81,93,76,72,82,41,61,4
27.5,27,189,70,France,substitute,2027,Medium/Medium,Lean,Midfield,81,55,78,79,80,74,72,4
18.5,31,172,68,Italy,starting_xi,2026,Medium/Medium,Normal,Defender,81,93,66,75,76,72,77,2
26.5,23,175,70,Italy,starting_xi,2026,High/Medium,Lean,Midfield,81,77,57,74,77,82,69,2
22,31,188,83,Italy,starting_xi,2026,High/Low,Normal,Forward,81,78,84,62,72,33,72,4
27,23,178,69,Italy,starting_xi,2026,Medium/Medium,Lean,Defender,81,79,54,76,79,75,74,4
27.5,27,180,75,Italy,starting_xi,2026,Medium/Medium,Normal,Midfield,81,82,73,77,82,52,71,3
22,31,184,79,Italy,starting_xi,2026,Medium/Medium,Normal,Forward,81,76,81,67,77,20,79,2
25.5,29,174,70,England,starting_xi,2026,High/High,Lean,Forward,81,87,77,75,81,56,64,4
22.5,29,180,73,Spain,substitute,2025,Medium/High,Lean,Defender,81,84,55,68,75,80,79,3
22,30,178,69,France,starting_xi,2025,High/High,Lean,Defender,81,83,69,76,78,70,70,3
21.5,29,192,83,Italy,starting_xi,2027,Medium/Medium,Normal,Defender,81,63,51,58,62,83,80,2
43,21,180,77,Germany,starting_xi,2027,High/High,Lean,Midfield,80,96,77,71,81,34,68,4
43,22,185,82,France,substitute,2024,High/High,Normal,Forward,80,77,78,65,77,47,82,2
39.5,20,181,75,Spain,starting_xi,2025,High/Medium,Lean,Defender,80,79,50,72,76,76,70,2
34,22,173,64,Spain,starting_xi,2027,Medium/Medium,Lean,Forward,80,84,75,76,83,40,60,4
33,23,178,74,Italy,substitute,2024,Medium/Medium,Normal,Midfield,80,79,71,78,81,68,70,3
33.5,23,184,74,Italy,substitute,2025,Medium/Medium,Normal,Midfield,80,75,73,76,84,66,69,4
33.5,23,170,71,England,starting_xi,2028,High/High,Normal,Forward,80,79,81,76,83,55,76,4
32,23,171,59,Spain,substitute,2027,High/Medium,Lean,Midfield,80,81,71,77,83,30,49,4
29,23,184,74,Portugal,starting_xi,2027,Medium/High,Lean,Midfield,80,58,47,67,73,79,78,3
32,24,168,65,Portugal,starting_xi,2026,High/Low,Normal,Forward,80,85,73,71,86,33,48,4
29,23,184,68,England,starting_xi,2027,Low/Medium,Lean,Midfield,80,68,54,72,73,80,79,3
29,25,187,83,Spain,starting_xi,2026,Medium/High,Lean,Defender,80,71,46,71,72,81,77,3
29,24,181,74,Spain,starting_xi,2027,Medium/Medium,Normal,Midfield,80,64,65,74,75,78,71,3
29.5,21,178,71,England,starting_xi,2031,High/High,Normal,Midfield,80,74,63,72,77,77,74,3
29.5,25,195,86,Italy,bench,2026,Medium/Medium,Lean,Forward,80,81,76,66,77,36,80,3
30,24,178,71,Germany,starting_xi,2025,Medium/High,Lean,Midfield,80,64,74,77,79,79,73,3
26,26,181,73,Spain,starting_xi,2029,Medium/Medium,Normal,Defender,80,72,63,74,73,80,81,2
28,24,184,76,England,starting_xi,2028,High/High,Normal,Defender,80,81,61,76,78,75,79,4
27.5,24,165,64,Spain,starting_xi,2026,Medium/High,Normal,Midfield,80,58,56,78,77,78,66,3
26,26,187,80,Saudi Arabia,substitute,2027,Medium/High,Lean,Defender,80,72,29,61,68,81,74,3
27,24,184,77,France,starting_xi,2026,Medium/High,Normal,Defender,80,71,36,69,70,80,78,3
27,24,190,85,France,starting_xi,2027,Medium/High,Normal,Defender,80,78,32,55,62,79,85,2
30,23,190,79,England,substitute,2024,High/Low,Unique,Midfield,80,83,78,72,81,51,86,4
30,24,177,79,Italy,starting_xi,2027,High/Medium,Normal,Forward,80,84,76,75,82,35,47,4
27.5,24,185,74,France,starting_xi,2024,Medium/High,Normal,Midfield,80,69,67,74,77,78,79,3
29.5,25,186,89,Portugal,starting_xi,2028,High/Medium,Normal,Forward,80,74,79,64,76,32,80,3
26.5,25,188,80,Netherlands,starting_xi,2026,High/Medium,Lean,Defender,80,79,64,72,74,80,81,2
27,24,185,73,Saudi Arabia,starting_xi,2025,Medium/High,Normal,Defender,80,85,32,45,60,82,81,2
30,23,172,64,France,starting_xi,2027,High/High,Lean,Midfield,80,69,68,79,85,70,66,3
25,26,185,75,England,substitute,2024,Low/High,Normal,Midfield,80,68,71,77,79,74,80,3
27.5,26,173,68,Spain,starting_xi,2026,Medium/Medium,Lean,Midfield,80,64,74,81,80,71,66,3
25.5,25,183,72,England,starting_xi,2024,Medium/High,Unique,Defender,80,83,50,68,77,77,71,3
25.5,25,185,77,England,starting_xi,2026,Medium/High,Lean,Defender,80,72,30,70,74,82,77,2
28,26,184,71,England,starting_xi,2027,High/Medium,Normal,Forward,80,77,79,72,82,53,78,4
28,25,185,72,England,substitute,2028,High/Low,Normal,Forward,80,85,77,75,81,43,69,3
27.5,25,183,77,Italy,starting_xi,2025,Medium/Medium,Normal,Midfield,80,68,75,80,76,76,77,3
24,26,180,73,Spain,starting_xi,2024,High/High,Normal,Defender,80,80,60,75,78,76,75,3
24,26,175,64,England,starting_xi,2027,High/Medium,Lean,Defender,80,66,66,83,83,78,69,3
24.5,25,175,78,England,starting_xi,2027,High/Medium,Normal,Defender,80,77,47,71,76,77,75,3
20,28,182,81,France,starting_xi,2025,High/High,Normal,Defender,80,73,55,65,67,80,81,2
24.5,27,184,76,England,starting_xi,2024,Medium/Low,Unique,Forward,80,80,78,73,84,35,66,4
20,28,187,80,England,starting_xi,2024,Medium/Medium,Lean,Defender,80,59,51,73,72,81,76,3
24.5,27,180,70,England,starting_xi,2025,High/High,Normal,Forward,80,84,79,68,76,46,75,3
21.5,27,186,77,Germany,starting_xi,2028,Low/High,Lean,Midfield,80,56,64,77,76,76,74,3
25,26,172,72,England,bench,2026,High/High,Stocky,Midfield,80,69,74,81,83,66,71,4
19.5,29,180,71,Spain,substitute,2024,Low/High,Lean,Defender,80,64,39,64,61,80,77,2
24.5,27,185,84,Spain,substitute,2024,Medium/Medium,Normal,Forward,80,74,80,70,81,46,77,4
21.5,27,175,74,Spain,starting_xi,2028,Medium/Medium,Normal,Midfield,80,62,65,74,76,79,78,3
25,26,175,69,Portugal,substitute,2027,Medium/Medium,Normal,Midfield,80,86,75,75,86,43,64,5
25,26,173,72,Portugal,starting_xi,2027,High/High,Normal,Midfield,80,86,68,71,83,62,60,4
25,26,178,71,England,starting_xi,2025,Medium/Medium,Lean,Midfield,80,84,73,74,85,57,65,4
4.7,37,172,60,Spain,starting_xi,2024,High/Medium,Lean,Defender,80,82,68,79,80,76,55,4
17.5,31,181,79,Spain,starting_xi,2024,High/High,Lean,Forward,80,79,77,78,83,54,69,4
16.5,32,175,74,Saudi Arabia,starting_xi,2026,High/High,Unique,Midfield,80,68,72,77,80,77,74,3
13,33,187,80,Saudi Arabia,starting_xi,2026,High/High,Normal,Midfield,80,61,73,80,77,76,78,3
10.5,34,192,83,Italy,substitute,2024,Medium/Low,Normal,Forward,80,74,79,78,79,44,80,4
3.8,36,190,85,Germany,substitute,2024,Medium/High,Normal,Defender,80,47,59,70,71,82,75,2
10,33,183,70,Italy,starting_xi,2024,Medium/Medium,Normal,Defender,80,71,59,73,76,83,71,3
13.5,32,185,75,Italy,substitute,2024,Medium/High,Normal,Defender,80,67,52,59,65,82,82,2
10.5,34,187,80,France,starting_xi,2026,High/Low,Unique,Forward,80,83,81,72,77,35,64,4
16.5,32,176,74,Spain,substitute,2024,Medium/High,Normal,Midfield,80,67,68,78,79,78,79,3
7.5,34,182,78,Spain,starting_xi,2024,High/Medium,Lean,Defender,80,79,64,75,75,77,79,4
8.5,35,179,72,Italy,substitute,2024,High/Low,Lean,Midfield,80,88,73,78,84,74,68,5
14.5,31,187,79,Spain,starting_xi,2026,Medium/Medium,Normal,Defender,80,55,73,78,70,79,85,3
14.5,31,194,90,England,substitute,2024,Medium/Medium,Lean,Defender,80,61,46,67,70,81,77,2
17.5,31,176,79,Spain,substitute,2024,Medium/Medium,Normal,Midfield,80,62,72,80,83,59,56,4
13,33,171,67,Spain,starting_xi,2026,High/Medium,Lean,Midfield,80,80,74,79,80,63,72,4
15.5,31,178,68,Spain,substitute,2024,Medium/Medium,Lean,Defender,80,74,63,79,77,75,73,3
15,31,183,83,Spain,starting_xi,2026,Low/High,Stocky,Midfield,80,43,54,69,67,79,82,2
18,30,185,78,Italy,starting_xi,2025,High/Medium,Normal,Defender,80,76,69,78,77,76,75,3
20,30,177,67,France,substitute,2025,Medium/Medium,Normal,Midfield,80,74,75,78,79,76,80,3
21,29,177,73,Italy,starting_xi,2026,High/Medium,Normal,Forward,80,90,79,76,86,30,67,4
20.5,29,177,70,Spain,starting_xi,2025,High/Low,Normal,Forward,80,72,76,80,83,32,51,4
18,30,186,75,Italy,starting_xi,2024,High/Medium,Lean,Defender,80,91,64,72,79,76,69,4
20.5,29,178,76,Germany,starting_xi,2027,Medium/Medium,Normal,Midfield,80,69,81,80,80,72,75,3
20.5,30,188,83,Germany,substitute,2026,High/Medium,Stocky,Forward,80,62,83,70,74,40,78,3
21,28,187,84,Spain,starting_xi,2024,High/High,Normal,Forward,80,79,80,77,81,62,83,4
17.5,31,172,69,France,starting_xi,2026,High/Medium,Normal,Midfield,80,62,75,83,82,68,70,4
21,28,184,75,Spain,starting_xi,2026,Medium/Medium,Lean,Midfield,80,69,76,76,78,77,75,3
17.5,31,177,76,Germany,substitute,2025,Medium/Low,Normal,Midfield,80,65,73,82,82,36,61,4
14,32,185,76,Italy,starting_xi,2024,Medium/High,Normal,Midfield,80,69,70,71,72,82,83,3
21.5,28,173,71,USA,starting_xi,2025,High/Medium,Normal,Forward,80,82,75,80,82,44,64,3
18,30,172,65,France,starting_xi,2025,Medium/High,Normal,Defender,80,79,56,72,75,78,80,3
18,30,179,68,England,bench,2026,High/Medium,Lean,Defender,80,87,69,73,77,76,70,3
15.5,31,175,70,Spain,starting_xi,2026,High/Medium,Normal,Defender,80,82,57,72,76,75,78,3
21,28,189,82,Italy,substitute,2025,Medium/Medium,Normal,Midfield,80,73,78,76,80,67,77,4
21,29,194,92,Spain,starting_xi,2027,Medium/Medium,Normal,Forward,80,55,82,63,73,29,82,3
18.5,28,172,67,France,starting_xi,2026,Medium/High,Normal,Midfield,80,68,65,75,78,76,80,3
18,30,185,85,Italy,starting_xi,2025,Low/High,Normal,Defender,80,88,66,67,74,76,82,3
19,28,187,82,Germany,starting_xi,2027,Medium/Medium,Normal,Defender,80,77,70,72,77,79,79,3
21,28,184,74,Spain,starting_xi,2027,Medium/Medium,Lean,Midfield,80,56,76,79,77,70,75,3
22.5,27,175,73,Spain,substitute,2024,High/Medium,Normal,Midfield,80,82,75,76,82,64,66,3
21,28,177,72,Portugal,starting_xi,2027,High/Medium,Normal,Forward,80,83,81,76,80,67,69,4
21,29,172,81,Spain,starting_xi,2026,High/High,Stocky,Forward,80,78,81,65,78,45,85,3
20.5,27,177,75,Italy,starting_xi,2026,High/Medium,Normal,Defender,80,76,51,70,77,77,72,3
19.5,27,181,82,Italy,starting_xi,2026,High/Medium,Normal,Defender,80,71,61,57,63,82,80,2
24.5,23,171,63,Italy,starting_xi,2026,Medium/Medium,Lean,Midfield,80,80,72,77,82,26,45,4
5.5,35,179,80,Italy,starting_xi,2026,Medium/Medium,Stocky,Defender,80,67,39,55,58,81,85,2
20,30,178,77,England,starting_xi,2027,High/Medium,Normal,Midfield,80,67,68,73,80,79,75,3
38.5,20,179,61,Germany,starting_xi,2024,High/High,Lean,Midfield,79,87,73,76,83,61,74,4
39.5,22,171,62,USA,starting_xi,2025,High/Low,Normal,Midfield,79,86,74,75,83,51,62,4
39.5,21,190,77,England,substitute,2028,Medium/Medium,Lean,Midfield,79,72,76,78,83,68,72,4
38.5,20,172,60,Spain,starting_xi,2027,High/Low,Lean,Midfield,79,76,73,76,79,38,46,3
32.5,23,187,82,Germany,starting_xi,2027,Medium/Medium,Normal,Defender,79,74,43,64,68,80,80,2
35.5,22,177,70,England,substitute,2028,Medium/Low,Normal,Forward,79,90,74,71,84,59,75,4
36,21,178,66,France,substitute,2028,High/Medium,Normal,Forward,79,80,79,62,77,23,69,3
33,22,190,76,England,bench,2028,Medium/High,Lean,Defender,79,73,37,55,66,81,77,2
33,22,179,78,England,substitute,2028,High/Medium,Normal,Defender,79,78,47,67,77,80,80,3
35.5,23,172,69,Italy,substitute,2028,High/Low,Normal,Forward,79,81,78,68,81,27,59,4
33,21,184,76,Germany,substitute,2027,Medium/Medium,Normal,Defender,79,82,40,64,72,79,77,3
33,21,185,78,Portugal,starting_xi,2027,Medium/High,Lean,Defender,79,80,36,61,61,80,78,2
26.5,22,185,73,Netherlands,starting_xi,2025,Medium/Medium,Normal,Defender,79,78,53,69,75,79,80,2
25,23,191,79,Italy,starting_xi,2026,Medium/Medium,Normal,Defender,79,72,64,74,69,81,75,2
25,23,190,82,Netherlands,starting_xi,2028,Medium/High,Normal,Defender,79,77,32,61,72,80,79,2
27.5,20,181,67,Spain,starting_xi,2024,Medium/Medium,Lean,Midfield,79,93,73,72,83,33,60,4
23,26,188,77,England,substitute,2027,Medium/Medium,Unique,Defender,79,82,27,68,70,79,77,3
23,25,190,86,England,starting_xi,2029,Medium/Medium,Normal,Defender,79,49,48,53,56,80,84,2
26,25,178,67,England,starting_xi,2025,Medium/Medium,Lean,Midfield,79,77,76,77,82,49,68,4
27,24,178,70,Italy,substitute,2028,Medium/High,Normal,Forward,79,76,79,69,76,42,78,3
27,23,181,83,France,starting_xi,2027,Medium/Low,Normal,Forward,79,76,81,76,80,45,71,4
26.5,23,180,73,Germany,substitute,2028,Medium/Medium,Lean,Midfield,79,75,73,74,81,45,59,4
24,23,190,88,France,starting_xi,2027,Medium/Medium,Normal,Defender,79,74,47,63,67,80,78,3
27,22,192,81,France,starting_xi,2025,High/High,Normal,Midfield,79,72,72,77,78,77,79,3
24,23,183,83,Spain,starting_xi,2026,High/Medium,Normal,Defender,79,75,48,56,62,80,78,2
26.5,24,183,76,England,substitute,2028,High/Medium,Lean,Midfield,79,83,71,74,81,73,77,3
26.5,24,184,75,Italy,substitute,2024,Medium/Medium,Normal,Midfield,79,79,70,76,79,76,80,2
25,24,185,68,Italy,substitute,2024,Medium/High,Lean,Midfield,79,74,69,78,78,74,81,4
22,25,175,66,England,starting_xi,2026,High/Low,Normal,Midfield,79,66,72,82,78,74,72,3
23.5,24,173,66,England,substitute,2028,High/High,Normal,Defender,79,75,68,77,79,75,74,3
22.5,25,176,75,Germany,substitute,2025,High/Medium,Normal,Defender,79,81,73,74,81,72,77,3
24.5,25,178,76,Germany,starting_xi,2028,High/Medium,Lean,Midfield,79,66,73,81,83,60,67,4
22.5,25,183,76,Portugal,starting_xi,2027,High/High,Normal,Defender,79,91,65,72,75,74,81,3
20,27,178,72,England,substitute,2028,Medium/High,Stocky,Midfield,79,66,65,76,75,77,76,3
23,25,178,78,Netherlands,starting_xi,2027,Medium/Low,Stocky,Forward,79,83,77,74,81,42,71,4
20.5,25,183,77,England,starting_xi,2026,Medium/Medium,Lean,Defender,79,77,39,62,71,80,76,2
24,24,177,69,Italy,starting_xi,2027,Medium/Medium,Lean,Forward,79,84,71,73,84,37,55,4
23.5,25,192,88,Italy,starting_xi,2028,Medium/Low,Normal,Forward,79,84,77,71,78,48,76,3
20.5,26,190,81,France,substitute,2028,High/High,Lean,Midfield,79,80,63,72,76,78,84,3
23,26,185,77,Germany,starting_xi,2027,Medium/Medium,Lean,Midfield,79,67,72,78,79,67,69,3
20.5,26,182,80,England,starting_xi,2026,High/Medium,Lean,Midfield,79,72,67,74,77,77,76,4
20.5,26,193,88,England,substitute,2025,Medium/High,Normal,Midfield,79,59,74,72,73,77,84,3
20.5,25,195,90,Italy,starting_xi,2027,Medium/High,Normal,Defender,79,64,45,62,62,79,83,2
20.5,25,191,80,Italy,starting_xi,2027,Medium/High,Normal,Defender,79,77,53,66,69,80,79,2
20.5,26,193,78,Spain,starting_xi,2028,Medium/Medium,Lean,Defender,79,65,49,65,63,82,79,2
21.5,25,173,68,France,starting_xi,2028,High/High,Lean,Defender,79,81,67,75,77,74,73,4
17.5,28,190,95,England,starting_xi,2025,Medium/Medium,Normal,Defender,79,61,51,61,56,79,83,2
18.5,27,189,88,Germany,substitute,2024,Low/Medium,Normal,Defender,79,81,50,64,71,81,77,2
22,26,179,68,Portugal,substitute,2024,Medium/Medium,Normal,Forward,79,86,81,73,82,38,70,4
20,25,187,84,France,substitute,2027,Medium/High,Normal,Defender,79,77,49,68,72,80,80,3
20,25,185,74,England,starting_xi,2027,High/High,Normal,Defender,79,80,66,71,75,74,75,3
18.5,27,184,80,Spain,substitute,2026,Medium/High,Normal,Defender,79,75,27,47,50,78,88,2
20,26,175,70,England,substitute,2024,High/Medium,Normal,Defender,79,82,62,69,75,76,81,3
19,26,189,83,Germany,starting_xi,2026,Medium/Medium,Normal,Defender,79,70,28,59,63,81,76,2
18.5,27,190,76,England,starting_xi,2027,Medium/Medium,Lean,Defender,79,71,50,64,64,81,75,2
20.5,27,195,94,Spain,starting_xi,2028,High/Medium,Normal,Forward,79,79,78,69,74,36,85,3
20.5,26,179,68,Spain,substitute,2027,Medium/Medium,Lean,Midfield,79,63,71,78,82,70,67,4
20.5,26,175,70,England,starting_xi,2025,High/Medium,Normal,Midfield,79,77,77,74,80,44,66,4
18.5,26,183,74,England,starting_xi,2024,Medium/High,Lean,Midfield,79,66,60,65,67,82,80,3
21,25,178,77,England,starting_xi,2025,High/Low,Normal,Midfield,79,90,77,73,82,33,62,4
16.5,28,184,80,Portugal,substitute,2026,Medium/High,Normal,Defender,79,73,53,67,74,79,83,3
20,27,179,71,Portugal,substitute,2027,High/High,Lean,Midfield,79,76,66,78,79,74,80,3
20.5,26,180,76,France,substitute,2027,Medium/Medium,Normal,Midfield,79,77,76,80,79,70,72,3
20,27,176,67,USA,starting_xi,2025,Medium/Low,Normal,Midfield,79,65,67,78,80,59,67,4
20.5,26,169,66,Spain,starting_xi,2028,Medium/High,Normal,Midfield,79,84,77,77,80,72,73,4
17,28,192,86,England,substitute,2028,High/Medium,Lean,Midfield,79,56,70,71,70,80,83,3
16.5,28,194,82,Spain,starting_xi,2028,Low/High,Lean,Defender,79,65,39,63,53,80,78,2
6,36,180,70,Italy,starting_xi,2024,Medium/Medium,Normal,Forward,79,69,79,80,81,62,63,4
6,34,186,81,Spain,starting_xi,2024,Low/Medium,Unique,Midfield,79,35,63,77,75,79,74,3
7,35,176,78,Saudi Arabia,starting_xi,2024,Medium/Medium,Stocky,Midfield,79,55,73,82,79,73,73,4
8,34,186,80,England,substitute,2024,High/Medium,Lean,Forward,79,71,78,80,79,73,75,4
9,33,181,80,Spain,starting_xi,2024,High/Medium,Normal,Defender,79,80,68,74,75,76,82,3
9,33,178,77,Spain,substitute,2024,Medium/Medium,Normal,Defender,79,61,55,76,72,81,73,2
11,33,180,75,Italy,starting_xi,2024,High/Medium,Normal,Midfield,79,69,78,80,80,70,67,4
7,35,169,65,Italy,substitute,2024,High/Low,Normal,Forward,79,70,74,76,86,36,50,4
8.5,33,180,82,England,starting_xi,2024,Medium/High,Normal,Defender,79,51,42,54,57,82,76,2
14,32,189,86,Netherlands,starting_xi,2025,Low/Medium,Normal,Forward,79,41,79,71,71,46,77,3
11.5,32,180,76,France,starting_xi,2026,Medium/High,Normal,Midfield,79,63,64,73,75,78,83,3
11,33,182,71,Spain,substitute,2024,High/High,Lean,Midfield,79,60,71,77,78,79,74,3
12,32,188,84,Spain,substitute,2024,High/Low,Lean,Defender,79,51,74,81,77,78,76,3
11,33,172,68,France,starting_xi,2025,High/Low,Lean,Midfield,79,76,73,77,81,40,54,4
14,32,178,66,Germany,starting_xi,2024,High/High,Lean,Midfield,79,65,66,80,81,64,61,3
17,30,172,69,Saudi Arabia,starting_xi,2024,Medium/Medium,Lean,Midfield,79,79,79,72,80,31,62,3
12,31,198,87,England,starting_xi,2025,Medium/High,Lean,Defender,79,51,34,67,64,80,85,2
11.5,32,184,73,Spain,starting_xi,2024,High/High,Lean,Defender,79,71,61,72,72,79,77,3
14,32,179,79,Italy,substitute,2024,High/Medium,Normal,Forward,79,88,80,73,85,27,68,4
17.5,29,193,91,Germany,starting_xi,2027,Medium/Low,Normal,Forward,79,59,79,71,72,42,76,3
12,31,183,82,Netherlands,starting_xi,2026,Medium/High,Normal,Defender,79,63,57,67,67,80,86,2
11.5,32,180,71,Germany,starting_xi,2024,High/High,Normal,Midfield,79,64,65,72,74,78,74,3
15.5,29,178,74,England,starting_xi,2026,High/Low,Unique,Defender,79,76,69,78,76,76,74,3
17,30,179,85,Germany,substitute,2026,High/High,Stocky,Forward,79,68,82,78,78,46,84,3
8.5,33,183,81,Spain,starting_xi,2024,Medium/High,Normal,Defender,79,45,57,70,65,80,74,2
14.5,30,188,81,England,starting_xi,2026,Medium/High,Stocky,Defender,79,55,45,62,60,81,79,2
14.5,30,193,100,England,substitute,2024,High/Medium,Stocky,Defender,79,46,57,67,65,78,82,2
14.5,29,182,75,France,starting_xi,2025,Low/Medium,Unique,Defender,79,62,62,68,65,80,75,2
17,29,176,73,Spain,starting_xi,2027,Medium/Medium,Normal,Midfield,79,66,75,80,78,61,61,4
